pitch_type,release_speed,release_pos_x,release_pos_z,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_name,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,spin_axis_sin,spin_axis_cos
SI,92.8,2.98,6.14,620454,8.0,R,L,1.36,0.08,0.13,1.67,-10.246590101337468,-134.67743868454477,-5.767263433288984,18.84344346790048,31.48048868837165,-29.98690044041903,3.63,1.68,92.3,2015.0,6.3,54.18,Sinker,135.0,2.6,1.36,-1.36,43.1,0.7071067811865476,-0.7071067811865475
SL,85.8,-2.09,5.58,691587,14.0,L,R,0.09,0.38,1.08,1.48,7.357389094026375,-124.75977742341765,-4.268249360680482,-0.4044305697657051,22.67496475869953,-27.61697261770604,3.5,1.54,86.4,2477.0,6.5,53.98,Slider,111.0,2.7,-0.09,0.09,26.6,0.9335804264972017,-0.35836794954530027
SI,90.8,2.17,6.11,657006,6.0,L,L,0.66,1.13,0.52,3.0,-5.540605455549323,-132.05153995238538,-4.288274277474248,8.904165778390363,28.427126056617603,-18.249466879714262,3.69,1.81,90.7,2346.0,6.3,54.19,Sinker,155.0,1.64,0.66,0.66,42.2,0.4226182617406995,-0.9063077870366499
SL,87.6,-2.09,6.21,701581,14.0,R,R,0.24,-0.1,1.68,1.4,8.686876766873851,-127.25052655662584,-5.2731529212079495,0.7626487453863319,27.283725992826344,-32.28367870177495,2.93,1.37,88.2,2695.0,6.9,53.65,Slider,54.0,3.09,-0.24,-0.24,53.7,0.8090169943749475,0.5877852522924731
SI,96.1,-2.07,5.99,686799,1.0,L,R,-1.1,0.23,-0.51,2.48,6.631604995607713,-139.8590015058517,-4.269685816554235,-15.840531444770846,28.957125556080808,-28.376249133190647,3.0,1.32,96.4,2044.0,6.3,54.24,Sinker,229.0,2.22,1.1,-1.1,27.1,-0.754709580222772,-0.6560590289905073
FF,95.5,-2.44,5.62,656546,14.0,L,R,-1.05,1.32,0.53,1.3,10.250923889640507,-138.6151612094657,-8.794592372842326,-15.69669290990273,28.79827147142849,-13.342852010799565,3.21,1.5,96.3,2416.0,6.7,53.75,4-Seam Fastball,223.0,1.18,1.05,-1.05,40.2,-0.6819983600624984,-0.7313537016191706
CH,87.6,-2.22,6.25,701581,4.0,L,R,-1.29,0.7,-0.64,2.52,6.589413512339667,-127.40699263712224,-4.395192043600494,-15.43818350054051,25.060855848217592,-23.803700110385567,3.32,1.59,88.8,1722.0,7.0,53.54,Changeup,216.0,2.26,1.29,-1.29,51.6,-0.587785252292473,-0.8090169943749475
ST,82.2,-2.16,5.41,607067,8.0,L,R,1.25,-0.03,0.25,2.03,3.0499503365799208,-119.7012785729806,-1.0378967465649098,11.391185423589585,24.008886087105157,-32.503390300403204,3.46,1.63,82.5,2048.0,6.6,53.94,Sweeper,61.0,3.41,-1.25,1.25,32.1,0.8746197071393957,0.4848096202463371
SL,92.3,-1.18,6.06,693312,14.0,R,R,0.29,0.32,1.67,0.51,6.718884424288522,-134.18034287845006,-9.165642793637188,2.263406906995706,25.160204348070504,-26.649921755386085,3.24,1.54,93.9,2547.0,7.0,53.52,Slider,185.0,2.33,-0.29,-0.29,42.9,-0.08715574274765794,-0.9961946980917455
FF,89.6,-2.13,5.9,667725,13.0,L,R,-0.59,0.83,-1.03,1.76,4.026256537002265,-130.42678794491087,-6.0829756692300005,-7.543993239783934,26.360823644093955,-21.59906726895657,3.57,1.72,91.0,2158.0,7.0,53.46,4-Seam Fastball,176.0,2.0,0.59,-0.59,57.4,0.06975647374412552,-0.9975640502598242
CU,75.5,-1.67,6.07,665871,14.0,L,R,0.93,-0.8,0.25,-0.08,2.3425455690434904,-109.96225402413565,-4.281696040948817,7.113223295148884,19.84074550894951,-38.13622806634022,3.42,1.6,75.9,2526.0,6.6,53.93,Curveball,41.0,4.8,-0.93,0.93,60.5,0.6560590289905073,0.754709580222772
FF,94.4,2.21,6.22,685107,6.0,R,L,1.03,1.08,0.45,2.47,-6.857152613895086,-137.183555429196,-6.432263834415847,14.56656674261616,32.18957323426413,-17.24588441564325,3.69,1.72,94.0,2321.0,6.2,54.26,4-Seam Fastball,132.0,1.5,1.03,-1.03,32.1,0.7431448254773942,-0.6691306063588582
FS,99.5,-2.49,5.75,661395,7.0,L,R,-1.16,-0.05,-0.48,1.49,8.210103301566042,-144.67220745898814,-6.176477785827121,-18.136004287767992,32.62487396784495,-31.65790019224734,3.3,1.56,99.5,1885.0,6.2,54.26,Split-Finger,241.0,2.35,1.16,-1.16,32.6,-0.874619707139396,-0.48480962024633684
SL,89.7,-1.93,5.81,608032,11.0,L,R,0.34,0.1,-0.26,4.46,3.413664087418653,-130.64412404837785,2.39852828756976,3.23469005307718,25.621652254729227,-31.683415152494227,3.2,1.5,90.1,2190.0,6.3,54.17,Slider,120.0,2.71,-0.34,0.34,42.3,0.8660254037844387,-0.49999999999999983
FF,96.2,-1.56,5.52,690953,12.0,L,R,-0.48,1.29,1.63,3.27,9.663449359236528,-139.86410411470158,-3.3771493936127976,-8.292265971731393,27.830541173592984,-14.595662242641252,3.06,1.55,97.8,2534.0,7.0,53.55,4-Seam Fastball,214.0,1.16,0.48,-0.48,33.7,-0.5591929034707467,-0.8290375725550418
SL,88.0,-1.75,5.98,669622,13.0,L,R,0.4,-0.33,-0.87,1.88,1.2971572324017473,-128.31371173846838,-3.2416838390237404,4.26902720478322,23.36349678793471,-35.47200966446543,3.35,1.57,88.0,2726.0,5.9,54.59,Slider,76.0,3.23,-0.4,0.4,30.2,0.9702957262759965,0.24192189559966767
FC,87.7,2.66,5.72,676596,7.0,L,L,0.27,0.65,-0.77,1.66,-8.88693714244056,-127.38773538377198,-5.041896932012071,4.667150242587091,24.916776248257136,-24.209797462152643,3.3,1.67,88.1,1893.0,6.5,53.97,Cutter,115.0,2.31,0.27,0.27,30.6,0.90630778703665,-0.42261826174069933
FF,93.6,-0.99,5.59,621111,7.0,R,R,-0.48,1.42,-0.31,2.03,2.8187036103518968,-136.12875197119394,-6.594761515992781,-6.557456193974381,31.28445762018945,-13.27857007840415,3.54,1.78,93.8,2424.0,6.5,53.98,4-Seam Fastball,197.0,1.19,0.48,0.48,46.1,-0.29237170472273677,-0.9563047559630354
CH,84.7,-1.17,6.34,680573,13.0,R,R,-1.13,1.22,-0.05,1.08,4.960302642488645,-123.10560352569172,-8.483135798702685,-12.508984416170058,23.88321385762837,-18.32298688243193,2.95,1.23,86.1,2372.0,7.2,53.31,Changeup,251.0,1.96,1.13,1.13,48.2,-0.9455185755993168,-0.32556815445715664
CH,88.1,-2.06,5.87,663436,11.0,L,R,-0.91,-0.21,-0.95,2.86,4.631355754839404,-128.15149171273578,-0.6983121846313363,-11.043983871679602,28.652819684614247,-34.5578196527936,3.29,1.63,88.3,1900.0,6.6,53.9,Changeup,240.0,3.17,0.91,-0.91,38.0,-0.8660254037844384,-0.5000000000000004
CU,81.8,2.01,5.92,682120,13.0,R,L,-0.62,-0.16,-1.46,1.57,-6.646402703895361,-119.0861358664982,-2.9812861877381467,-4.734764230924727,21.24942326866547,-33.3254454154387,3.51,1.56,82.1,2411.0,6.3,54.2,Curveball,316.0,3.54,-0.62,0.62,34.7,-0.6946583704589976,0.7193398003386509
CU,83.3,1.04,6.55,621237,13.0,R,L,0.15,-0.09,-1.49,0.63,-6.175140850384921,-121.07127595044048,-6.997442736640041,2.6755373301884844,24.16999375381689,-31.839850189279108,3.46,1.72,84.0,2431.0,6.9,53.63,Curveball,341.0,3.39,0.15,-0.15,62.8,-0.3255681544571567,0.9455185755993168
FF,96.7,-1.7,5.83,683409,14.0,L,R,-1.01,0.31,1.0,1.71,9.503302984278012,-140.6029339780274,-6.199529221076488,-15.463987864555934,27.739558264579227,-26.94428898965478,3.47,1.6,97.3,2273.0,6.4,54.11,4-Seam Fastball,233.0,2.11,1.01,-1.01,35.3,-0.7986355100472928,-0.6018150231520483
ST,81.7,-2.18,5.04,605130,14.0,L,R,1.01,0.38,0.67,0.6,4.492546501336824,-118.7189963399168,-4.008796575646283,8.314636785448117,28.041739191612965,-27.95420438895889,3.12,1.52,81.4,2458.0,6.7,53.77,Sweeper,83.0,3.11,-1.01,1.01,19.4,0.992546151641322,0.12186934340514749
SI,93.3,-1.33,5.83,607200,13.0,L,R,-0.49,0.84,-0.93,2.4,2.14826266923482,-135.97297995822765,-5.006365727491184,-6.603473235533795,27.721005370760057,-20.92524408731574,3.26,1.62,94.5,2013.0,6.8,53.72,Sinker,191.0,1.76,0.49,-0.49,44.1,-0.19080899537654472,-0.981627183447664
FF,95.3,2.15,5.52,680736,2.0,R,L,0.6,1.37,0.24,3.02,-6.342453685972436,-138.65840028635157,-4.013704646379477,9.18065529695314,30.64757370253804,-13.805526364209232,3.52,1.76,94.9,2345.0,6.0,54.48,4-Seam Fastball,135.0,1.14,0.6,-0.6,40.5,0.7071067811865476,-0.7071067811865475
FC,90.4,-2.64,5.8,663485,5.0,L,R,0.1,0.82,0.14,2.7,6.662671091396172,-131.5867406102371,-3.559948245432216,-0.1632946995269274,25.67667930792805,-22.11608971354813,3.42,1.65,90.0,2433.0,5.8,54.66,Cutter,210.0,1.95,-0.1,0.1,25.7,-0.5000000000000001,-0.8660254037844386
SL,89.6,-1.63,6.29,683627,6.0,R,R,0.18,0.69,0.4,2.43,4.642923174051437,-130.65554466685185,-5.133355308672519,1.3808160782389238,21.059120133083464,-23.46379357523724,3.21,1.47,90.3,2102.0,6.1,54.41,Slider,191.0,2.08,-0.18,-0.18,49.1,-0.19080899537654472,-0.981627183447664
ST,78.0,-1.15,6.35,592094,9.0,R,R,0.98,-0.31,0.71,1.97,2.224517092977272,-113.57781176221356,-1.9413127092340157,7.99741773718187,21.67367641110964,-34.68994010092524,3.33,1.6,78.0,2433.0,6.3,54.16,Sweeper,53.0,4.06,-0.98,-0.98,35.4,0.7986355100472928,0.6018150231520483
SI,90.1,3.11,5.88,676428,5.0,L,L,1.12,0.55,0.04,2.53,-9.958935498391304,-130.85298929404462,-3.4524728317399243,15.050836786551717,29.412243077570587,-25.346747560148007,3.64,1.69,89.5,2179.0,6.2,54.35,Sinker,126.0,2.29,1.12,1.12,29.9,0.8090169943749475,-0.587785252292473
FS,87.0,-2.59,6.3,663773,7.0,L,R,-0.69,0.13,-0.64,2.08,6.1688050364701565,-126.51267925981,-4.252928105021259,-8.706853513022935,25.49814933772054,-30.103796018574524,3.43,1.65,88.1,1021.0,7.0,53.54,Split-Finger,234.0,2.88,0.69,-0.69,41.3,-0.8090169943749473,-0.5877852522924732
SL,84.9,-1.9,5.05,682847,13.0,L,R,0.52,0.51,-0.45,1.52,2.381726068361524,-123.73109614713408,-3.046449277218489,4.916099985430804,23.274209858344328,-26.533632415609464,3.5,1.72,86.0,2421.0,6.8,53.71,Slider,65.0,2.63,-0.52,0.52,27.7,0.9063077870366499,0.42261826174069944
FC,85.0,-0.12,6.9,623167,12.0,R,R,0.73,0.48,1.32,2.72,1.9314057813914016,-123.85729697510943,-4.507474943049125,7.1782666049991946,22.512007979148496,-26.565799938446904,3.67,1.67,85.5,2467.0,6.3,54.17,Cutter,149.0,2.64,-0.73,-0.73,74.8,0.5150380749100544,-0.8571673007021122
SI,93.7,-1.95,5.9,676477,4.0,R,R,-1.09,1.37,-0.52,2.37,6.2142824590756325,-136.2983859301032,-6.529087726481393,-14.974193232306714,29.15072890489037,-13.893638646086089,3.46,1.63,95.5,2128.0,7.3,53.19,Sinker,226.0,1.23,1.09,1.09,42.3,-0.7193398003386512,-0.6946583704589973
FF,95.7,-1.51,6.19,686799,1.0,L,R,-0.43,1.22,-0.77,2.88,2.9366286362762817,-139.29299104954848,-5.877236811885349,-6.319141371776132,32.7081354111449,-15.169811436289605,3.26,1.44,96.0,2232.0,6.6,53.94,4-Seam Fastball,217.0,1.28,0.43,-0.43,38.0,-0.6018150231520484,-0.7986355100472928
SI,92.8,-3.83,5.19,543859,11.0,L,R,-1.87,0.24,-1.77,2.69,9.380010832585508,-134.78223866317126,-1.0343768688399335,-24.93444293649151,33.23951064488616,-29.21394263492792,3.23,1.53,92.4,2400.0,6.4,54.07,Sinker,237.0,2.44,1.87,-1.87,15.4,-0.8386705679454242,-0.544639035015027
CH,90.6,-2.34,5.77,686613,14.0,L,R,-1.32,0.74,0.31,1.24,9.605748329196544,-131.4062065788308,-6.990753605690154,-17.43270651806407,29.290980662150748,-22.207673967149603,3.33,1.58,91.6,1445.0,7.2,53.33,Changeup,229.0,2.07,1.32,-1.32,49.8,-0.754709580222772,-0.6560590289905073
CH,86.6,-3.39,5.15,650633,7.0,L,R,-1.55,0.72,-0.68,1.62,9.651119158323478,-125.65586992153628,-3.631756194851767,-18.41961677514028,27.43365516023456,-23.977558007126397,3.22,1.51,86.3,2010.0,6.4,54.06,Changeup,254.0,2.36,1.55,-1.55,17.1,-0.961261695938319,-0.2756373558169989
CH,86.2,-1.3,5.85,471911,14.0,R,R,-0.52,0.09,0.15,1.28,4.537648582674891,-125.55158999966125,-4.879692311975194,-6.370611079176748,24.06175803647208,-30.51711242002168,3.49,1.61,87.5,1110.0,6.9,53.59,Changeup,230.0,2.96,0.52,0.52,37.4,-0.7660444431189779,-0.6427876096865395
FS,83.6,-1.97,5.66,628317,13.0,L,R,-0.8,-0.07,-1.04,1.77,3.6820207811724313,-121.82150561827584,-2.476461255240878,-8.660916695468783,21.982356512695137,-32.602318395485746,3.47,1.61,83.4,1427.0,5.9,54.63,Split-Finger,251.0,3.3,0.8,-0.8,38.4,-0.9455185755993168,-0.32556815445715664
CH,86.6,-1.56,4.9,657277,8.0,L,R,-0.65,-0.42,0.15,1.87,5.523306948994939,-126.14647487069853,-0.2068458398377878,-7.9729257663971165,23.952952855671583,-36.89304761778814,3.46,1.54,88.7,1427.0,7.4,53.14,Changeup,267.0,3.44,0.65,-0.65,17.8,-0.9986295347545738,-0.052335956242944306
SI,95.4,-2.72,5.66,669724,13.0,R,R,-1.46,0.53,-0.91,2.42,7.974254708725035,-138.58104498551953,-3.9997832864466174,-20.57879595294113,33.57633425295311,-24.65907530796244,3.43,1.57,94.6,2004.0,6.1,54.37,Sinker,241.0,2.0,1.46,1.46,39.3,-0.874619707139396,-0.48480962024633684
SI,92.4,-2.36,5.9,665152,6.0,R,R,-1.24,1.26,0.38,2.24,9.649653991526884,-134.1187269209388,-6.225991329457109,-17.014848881257482,29.526601640068577,-15.776390939820311,3.25,1.53,92.3,2381.0,6.4,54.1,Sinker,213.0,1.43,1.24,1.24,38.7,-0.5446390350150271,-0.838670567945424
CU,82.8,-2.26,6.44,687765,13.0,L,R,0.78,-0.92,-1.1,2.28,1.1198453734669094,-120.52459312617854,-1.1307162406644973,7.306225159518671,25.75655608881963,-41.08082531644481,3.55,1.72,82.5,2789.0,6.3,54.22,Curveball,43.0,4.27,-0.78,0.78,50.6,0.6819983600624985,0.7313537016191705
FC,84.9,1.62,5.46,641302,11.0,R,L,-0.11,0.71,-1.39,2.73,-6.803710852170781,-123.55470628297395,-1.5043068312813823,0.1819146067117014,24.423406848594784,-24.78494807905288,3.57,1.72,85.0,2332.0,6.3,54.19,Cutter,176.0,2.45,-0.11,0.11,35.8,0.06975647374412552,-0.9975640502598242
CU,77.8,-0.92,5.62,808967,4.0,R,R,1.06,-1.33,-0.78,2.67,-1.6359363317430329,-113.13977496691945,3.099809604440304,9.349054787158384,21.97586199286265,-44.41726167324008,3.65,1.68,77.9,2579.0,6.5,53.96,Curveball,35.0,5.13,-1.06,-1.06,52.7,0.573576436351046,0.8191520442889918
FF,97.0,1.44,6.37,669373,5.0,R,L,0.44,1.26,-0.09,2.22,-5.128459754516072,-140.93600980733,-8.439976652776984,7.099088487562494,33.350143957702784,-13.572397501674224,3.43,1.65,97.1,2201.0,6.5,53.99,4-Seam Fastball,144.0,1.17,0.44,-0.44,51.3,0.5877852522924732,-0.8090169943749473
SL,87.3,2.3,5.65,682120,5.0,R,L,-0.02,0.27,0.05,2.23,-5.384864117454235,-127.00680715822948,-2.591547135801611,0.9443214183432156,27.954953646159293,-28.895581072971165,3.13,1.41,87.4,2418.0,6.5,53.98,Slider,283.0,2.74,-0.02,0.02,29.7,-0.9743700647852352,0.22495105434386492
CU,73.7,2.86,5.53,571760,12.0,R,L,-0.51,-0.47,1.04,2.82,-2.783682875546053,-107.26107522041694,2.580183910560037,-3.4831400680445004,18.745010037765667,-36.50394133661812,3.17,1.43,73.0,2306.0,5.8,54.73,Curveball,323.0,4.67,-0.51,0.51,37.9,-0.6018150231520483,0.7986355100472928
SL,88.8,2.99,6.12,621383,14.0,R,L,-0.4,0.4,0.86,1.75,-4.363277036230492,-129.12715308895991,-5.37570868767863,-3.3858353406477435,30.089874123190704,-26.768701707188047,3.2,1.6,87.9,2430.0,6.0,54.47,Slider,189.0,2.53,-0.4,0.4,47.5,-0.15643446504023073,-0.9876883405951378
SL,85.1,2.95,5.21,579328,6.0,R,L,-0.49,0.25,0.59,2.13,-4.570169899607985,-123.89006304693302,-1.451862988803038,-4.208570678244919,23.77839596107455,-29.466442216882207,3.23,1.62,85.9,2267.0,6.7,53.83,Slider,183.0,2.88,-0.49,0.49,28.8,-0.052335956242943564,-0.9986295347545738
SI,90.6,2.37,5.69,669432,13.0,L,L,1.62,0.59,-1.26,0.53,-12.587236282611928,-131.1330088464266,-8.208125263745803,21.450429033044607,29.167348669579116,-23.571773570405693,3.39,1.6,90.8,2438.0,6.8,53.65,Sinker,128.0,2.22,1.62,1.62,22.3,0.788010753606722,-0.6156614753256583
FF,92.9,-0.74,6.33,657024,11.0,L,R,-0.47,1.51,-1.01,3.39,0.3267676711815909,-135.2522868675036,-5.092039188422988,-5.872633022582548,29.241550081013298,-12.723652182984562,3.42,1.57,93.7,2240.0,6.7,53.77,4-Seam Fastball,207.0,1.13,0.47,-0.47,55.1,-0.4539904997395467,-0.8910065241883679
SI,91.1,2.17,4.99,607481,8.0,R,L,1.25,-0.18,0.16,1.95,-7.75683963955172,-132.5910260655779,-1.4215474069629137,16.31212118329443,25.466778857100167,-34.22710884633191,3.2,1.55,91.7,2050.0,6.4,54.08,Sinker,113.0,2.9,1.25,-1.25,2.4,0.9205048534524403,-0.39073112848927377
FF,94.4,-1.96,5.97,681190,4.0,L,R,-0.67,1.38,-0.38,2.08,5.587274438200885,-137.253884069837,-7.470820442097413,-9.746536537159486,30.23793015771596,-13.253859473850598,3.21,1.55,94.2,2445.0,6.2,54.31,4-Seam Fastball,219.0,1.18,0.67,-0.67,35.7,-0.6293203910498376,-0.7771459614569708
ST,80.1,-1.65,5.8,664299,14.0,R,R,1.29,0.24,0.85,2.16,3.084548748971391,-116.52273613904094,-1.6349796604047984,10.846983613525836,26.26548197898737,-29.913494761752126,3.58,1.69,79.0,2701.0,6.0,54.52,Sweeper,60.0,3.37,-1.29,-1.29,34.3,0.8660254037844386,0.5000000000000001
CU,81.8,-1.6,6.56,598264,14.0,L,R,0.29,-0.68,0.72,0.17,4.738259438468408,-118.9986998368423,-6.652027403245895,1.8950046748181597,20.87030908263262,-37.70251320807576,3.48,1.57,82.8,1806.0,6.8,53.69,Knuckle Curve,19.0,4.07,-0.29,0.29,47.0,0.3255681544571567,0.9455185755993168
CH,85.2,2.24,6.21,656849,6.0,R,L,1.12,0.35,0.69,2.43,-5.976936019363803,-123.98520644043438,-3.356156357377998,12.754223756567471,23.080904667284496,-28.056152722728857,3.41,1.51,86.5,1573.0,7.0,53.55,Changeup,119.0,2.77,1.12,-1.12,42.8,0.8746197071393959,-0.484809620246337
FC,90.3,-1.86,5.91,681190,3.0,R,R,0.28,1.14,0.62,2.99,5.606363950491923,-131.41778060804967,-3.699683286691025,1.8933064498696008,30.068371475433207,-18.45175064654293,3.49,1.61,90.2,2685.0,6.4,54.1,Cutter,199.0,1.68,-0.28,-0.28,35.7,-0.32556815445715676,-0.9455185755993167
CH,87.3,2.6,5.7,669062,1.0,R,L,1.27,-0.02,-0.37,2.94,-9.819031621809232,-126.7473015769438,-0.4236783394054587,15.736983379388798,26.03916454066787,-32.49910948147411,3.26,1.61,87.8,1834.0,6.7,53.79,Changeup,95.0,3.02,1.27,-1.27,19.1,0.9961946980917455,-0.08715574274765824
SI,95.5,-2.03,5.02,554430,13.0,L,R,-1.3,0.83,-0.82,1.46,6.273896258038479,-138.8915213423228,-5.695346403799477,-18.27241819915848,32.76832250798803,-20.386960233104418,3.6,1.67,97.3,2338.0,7.4,53.06,Sinker,231.0,1.69,1.3,-1.3,21.7,-0.7771459614569706,-0.6293203910498378
FC,91.0,-2.18,5.3,554430,11.0,L,R,0.34,0.32,-1.24,2.74,1.647698192723392,-132.6378135710411,-1.2224074349991454,3.635830083602192,28.25281504721654,-28.37416962450154,3.26,1.57,91.9,2536.0,6.7,53.77,Cutter,176.0,2.42,-0.34,0.34,24.2,0.06975647374412552,-0.9975640502598242
FS,87.8,-1.45,6.5,663773,14.0,L,R,-0.49,-0.1,0.21,0.27,5.060307226969298,-127.6104026108004,-8.799015085203486,-6.37510658732796,25.07536641828264,-31.732616810824325,3.46,1.62,88.4,907.0,6.7,53.85,Split-Finger,244.0,3.05,0.49,-0.49,40.0,-0.8987940462991668,-0.43837114678907774
FS,85.2,-1.91,5.54,663855,14.0,L,R,-0.88,-0.27,1.52,-0.46,9.9731912379828,-123.59519987299338,-7.304737766259493,-11.03166756372184,25.12695608963417,-33.56482830714698,3.63,1.79,86.3,1159.0,7.2,53.28,Split-Finger,270.0,3.43,0.88,-0.88,23.3,-1.0,-1.8369701987210297e-16
FF,98.6,-2.05,6.12,661395,1.0,L,R,-1.07,0.99,-0.47,2.99,6.757669490016292,-143.38902641360036,-5.290963838938911,-16.403676204129535,35.34615160254429,-17.528362330303853,3.42,1.56,98.0,2076.0,6.1,54.38,4-Seam Fastball,228.0,1.37,1.07,-1.07,33.9,-0.7431448254773944,-0.6691306063588581
CH,87.8,-0.98,5.46,686218,14.0,R,R,-1.04,-0.32,0.69,-1.77,6.2279064087520375,-127.41019010964902,-10.725272290396685,-12.644587719133597,26.35015028383276,-33.59780787379217,3.65,1.64,88.2,1100.0,6.7,53.82,Changeup,263.0,3.29,1.04,1.04,33.7,-0.9925461516413221,-0.12186934340514717
FF,92.5,1.74,5.89,671096,11.0,L,L,0.56,1.32,-0.59,4.8,-7.1817229865405485,-134.57839410623498,0.1503489763195171,8.347329886370064,29.96095920821085,-16.400190343446425,3.23,1.59,92.7,2245.0,6.5,54.01,4-Seam Fastball,144.0,1.35,0.56,0.56,48.9,0.5877852522924732,-0.8090169943749473
CH,84.7,1.25,5.74,593958,14.0,R,L,1.13,0.66,0.83,1.5,-3.236658837543439,-123.30646608652238,-4.895358970296609,12.205486954251588,24.081985744023115,-24.68719705282823,3.44,1.58,84.9,1731.0,6.3,54.15,Changeup,135.0,2.51,1.13,-1.13,41.1,0.7071067811865476,-0.7071067811865475
SL,87.6,-1.57,6.33,608337,8.0,L,R,0.2,0.36,0.2,1.69,3.85893822485323,-127.686108307402,-5.945811649595228,1.5491299612141554,21.77733491043732,-27.30846558656551,3.75,1.75,88.1,2004.0,6.2,54.34,Slider,203.0,2.56,-0.2,0.2,49.8,-0.39073112848927355,-0.9205048534524404
FS,85.5,1.42,5.86,663559,14.0,R,L,0.36,0.34,1.38,2.28,-0.8553374805420471,-124.52547325060516,-2.869722498866442,3.941695963807837,26.136806506338765,-28.23462759555129,3.28,1.53,86.8,866.0,7.1,53.36,Split-Finger,153.0,2.78,0.36,-0.36,57.5,0.45399049973954686,-0.8910065241883678
ST,77.9,-4.15,3.73,664123,14.0,R,R,1.02,0.38,1.29,1.92,9.674739496065476,-113.02401499277678,2.324687775850938,6.821211137407865,21.655667936413877,-29.60516854319566,3.4,1.66,76.7,2645.0,5.7,54.8,Sweeper,57.0,3.41,-1.02,-1.02,-5.8,0.838670567945424,0.5446390350150271
FS,86.0,-2.42,5.29,489446,13.0,R,R,-1.09,0.11,-1.4,1.44,4.615665840126229,-125.14538161035895,-3.0403306802876378,-12.371364376246774,27.186907366894008,-30.63257626958152,3.6,1.77,85.4,1184.0,6.1,54.43,Split-Finger,262.0,3.0,1.09,1.09,23.2,-0.9902680687415703,-0.13917310096006583
FF,96.9,-0.56,6.19,656302,6.0,R,R,-0.45,1.69,0.33,2.83,3.39099211440578,-140.91838212396195,-7.236996368227067,-6.767505633499805,34.385003094729946,-8.203526019969717,3.48,1.62,96.6,2586.0,6.3,54.18,4-Seam Fastball,194.0,0.75,0.45,0.45,54.4,-0.2419218955996675,-0.9702957262759965
CH,85.4,-2.42,5.19,642207,8.0,L,R,-1.75,-0.3,0.06,1.87,9.506242290352397,-123.86551126077396,-0.7813409441338268,-19.971475722081472,28.397367774843616,-35.26994547762505,3.73,1.69,86.1,2900.0,7.3,53.22,Changeup,271.0,3.48,1.75,-1.75,19.0,-0.9998476951563913,0.01745240643728313
SL,88.6,-2.02,5.14,622786,13.0,L,R,0.51,0.67,-0.91,1.96,1.6563511161789894,-129.20300313049734,-3.2412431304026725,5.4958082412789455,21.953821898897505,-24.15108732040729,3.36,1.59,89.0,2485.0,6.0,54.48,Slider,101.0,2.18,-0.51,0.51,24.6,0.981627183447664,-0.1908089953765448
FF,93.0,0.93,6.02,663738,13.0,R,L,0.78,1.11,-1.78,0.4,-8.7146957897681,-134.96120875562303,-11.224894162070717,11.238801486361762,23.734344906144607,-16.454079998819033,3.35,1.56,94.3,2132.0,6.8,53.74,4-Seam Fastball,134.0,1.5,0.78,-0.78,40.9,0.7193398003386511,-0.6946583704589974
SI,90.4,-1.13,5.46,607625,7.0,R,R,-1.35,0.81,-0.56,1.48,4.269125770027482,-131.6058129843822,-5.725057748711857,-16.565458164949668,25.91144934547756,-21.72702096911129,3.49,1.47,90.4,2239.0,6.1,54.41,Sinker,221.0,1.96,1.35,1.35,27.9,-0.656059028990507,-0.7547095802227721
FF,95.1,-0.63,6.08,686752,2.0,R,R,-0.68,1.51,-0.16,3.06,2.793260378913048,-138.45484346711595,-5.733994317262393,-9.414932847860822,29.72886768090276,-11.601150907112023,3.42,1.43,96.0,2483.0,6.7,53.78,4-Seam Fastball,204.0,1.0,0.68,0.68,45.7,-0.4067366430758002,-0.9135454576426009
CH,93.9,-1.2,6.49,665795,11.0,R,R,-1.38,0.38,-1.91,3.81,1.2149479661827356,-136.77599245528043,-2.0692963626475107,-17.53832990174324,31.10961051886265,-27.10490991509335,3.26,1.47,94.1,1637.0,6.4,54.05,Changeup,231.0,2.2,1.38,1.38,44.3,-0.7771459614569706,-0.6293203910498378
ST,82.7,-1.74,5.16,686730,6.0,L,R,1.03,0.55,0.55,1.97,3.233819018602987,-120.4587404937092,-1.8503301865516288,9.349778222614123,24.281672203046917,-26.697590474957504,2.94,1.38,83.0,2569.0,6.5,54.01,Sweeper,92.0,2.79,-1.03,1.03,25.5,0.9993908270190958,-0.034899496702500955
FF,93.6,-0.69,6.33,669854,5.0,R,R,-0.38,1.54,0.27,2.53,3.354895640430314,-136.15143257876522,-7.525686050984831,-5.499414033830093,31.8955329110069,-11.51953498403462,3.15,1.47,94.3,2324.0,6.9,53.61,4-Seam Fastball,203.0,1.07,0.38,0.38,55.0,-0.39073112848927355,-0.9205048534524404
FF,95.6,-1.11,6.42,806185,2.0,R,R,-0.67,1.16,0.1,2.82,4.694266284000749,-139.1420350177248,-6.521377217947351,-9.719356070832392,28.560598654966697,-15.858128903324577,3.23,1.43,96.2,2240.0,6.4,54.09,4-Seam Fastball,217.0,1.32,0.67,0.67,42.0,-0.6018150231520484,-0.7986355100472928
