pitch_type,release_speed,release_pos_x,release_pos_z,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_name,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,spin_axis_sin,spin_axis_cos
FF,87.9,1.18,6.45,542881,3.0,R,L,0.72,1.63,0.37,3.22,-3.4436632210171503,-127.84523780960536,-4.972529862440475,8.621132132092892,30.056730842753392,-13.54351512346322,3.4,1.6,86.8,2223.0,5.9,54.56,4-Seam Fastball,162.0,1.36,0.72,-0.72,63.7,0.3090169943749475,-0.9510565162951535
FF,95.5,-1.8,5.54,660853,11.0,R,R,-0.84,1.15,-0.64,4.85,4.958372290092551,-138.95695227827542,1.2618304080111418,-11.954816195288675,31.754807616181257,-17.84105680703285,3.32,1.53,95.8,2242.0,6.5,53.99,4-Seam Fastball,229.0,1.36,0.84,0.84,26.9,-0.754709580222772,-0.6560590289905073
SI,94.7,1.92,5.38,642100,6.0,L,L,1.46,0.54,0.42,2.76,-7.14939490467266,-137.88076485399867,-2.4298867121353043,20.25028942926131,27.6091930473325,-24.885402761214102,3.63,1.49,94.6,1999.0,6.0,54.53,Sinker,133.0,1.98,1.46,1.46,29.2,0.7313537016191706,-0.6819983600624984
SL,89.0,2.17,5.51,579328,13.0,R,L,-0.26,0.26,-1.1,-0.67,-7.560165330767593,-129.18620850479755,-9.750201070251729,-1.354032176778398,26.279736611637496,-27.465784329856792,3.13,1.43,89.9,2493.0,6.9,53.59,Slider,257.0,2.63,-0.26,0.26,48.0,-0.9743700647852351,-0.22495105434386525
FF,91.2,2.47,5.3,684007,12.0,R,L,0.85,1.64,0.17,3.83,-7.580497079378715,-132.52748640997137,-1.2630214405592477,11.698228181961316,31.00415036036939,-12.87288505209846,3.24,1.54,90.5,2483.0,6.1,54.37,4-Seam Fastball,139.0,1.13,0.85,-0.85,38.0,0.6560590289905073,-0.754709580222772
CU,79.1,-1.68,5.92,669467,14.0,R,R,0.58,-1.27,0.03,0.73,2.658149588000888,-115.0834072421585,-2.046523076609122,4.555616213772013,24.25497741452857,-43.19969411933463,3.64,1.75,79.2,2858.0,6.7,53.81,Knuckle Curve,17.0,4.96,-0.58,-0.58,60.3,0.29237170472273677,0.9563047559630354
SI,95.2,-2.25,5.84,690990,9.0,R,R,-0.71,1.12,0.6,1.68,9.028698809923643,-138.33605001911832,-7.7793615930733715,-11.012089801455115,28.80625800532867,-16.23906973097681,3.33,1.62,95.2,2212.0,6.2,54.3,Sinker,196.0,1.39,0.71,0.71,44.4,-0.275637355816999,-0.9612616959383189
CH,87.4,0.79,6.47,669461,9.0,R,L,1.11,1.02,0.44,1.94,-3.12278332151511,-127.12359144795468,-6.857534425458994,12.664199735220564,25.54723537475728,-19.86739170245356,3.33,1.61,87.2,1656.0,6.1,54.35,Changeup,133.0,1.96,1.11,-1.11,47.3,0.7313537016191706,-0.6819983600624984
ST,81.2,-2.95,4.94,605130,12.0,L,R,0.65,0.65,0.88,2.72,7.368971229028853,-118.04017960659424,0.41410791995484,4.761924592540393,21.872112197552983,-26.389698984783,3.28,1.55,81.9,2444.0,6.8,53.72,Sweeper,83.0,2.81,-0.65,0.65,15.6,0.992546151641322,0.12186934340514749
FF,95.4,-2.97,5.46,680885,1.0,R,R,-0.15,1.24,-0.4,3.09,7.151287767207502,-138.8281361104968,-3.435751007729516,-3.44811961136567,29.669649955769845,-15.510993388565034,3.22,1.5,96.6,2228.0,6.9,53.62,4-Seam Fastball,217.0,1.25,0.15,0.15,28.4,-0.6018150231520484,-0.7986355100472928
CH,81.6,-1.65,5.87,608337,2.0,R,R,-1.16,0.71,0.07,3.11,6.178383850281091,-118.68805650445567,-0.972627938643414,-12.171379822586289,22.970941893265348,-25.48164914089218,3.48,1.63,82.6,1625.0,7.0,53.49,Changeup,225.0,2.72,1.16,1.16,47.3,-0.7071067811865475,-0.7071067811865477
FS,91.7,-1.5,6.17,671737,7.0,L,R,-1.08,0.36,-0.48,2.07,4.928653764122292,-133.44022708377588,-5.278710866396238,-13.9656636822662,29.972412962139888,-26.951959034574305,3.47,1.48,92.0,1819.0,6.6,53.94,Split-Finger,228.0,2.36,1.08,-1.08,49.8,-0.7431448254773944,-0.6691306063588581
SI,96.3,-1.44,5.41,678394,6.0,R,R,-1.39,0.9,0.63,2.5,8.720553059001997,-139.9393305204609,-4.214841056715547,-20.15833144976214,30.48297620125533,-19.607011405529217,3.28,1.51,97.1,2044.0,6.7,53.76,Sinker,229.0,1.56,1.39,1.39,30.9,-0.754709580222772,-0.6560590289905073
SL,86.5,-1.42,6.47,608337,14.0,R,R,0.04,0.39,1.07,1.13,5.883531182679599,-125.73911986534478,-7.373082935248296,-0.7019149318233172,23.13045950887596,-26.8073722365834,3.87,1.89,87.1,2064.0,6.5,53.97,Slider,214.0,2.64,-0.04,-0.04,50.3,-0.5591929034707467,-0.8290375725550418
CU,76.8,2.12,6.44,596295,13.0,L,L,-0.97,-1.13,-0.85,0.67,-4.575957912969747,-111.69872506778454,-3.08831764926609,-7.099331516872247,23.145995734326178,-41.13859393776018,3.27,1.54,77.2,2393.0,6.9,53.57,Knuckle Curve,334.0,5.05,-0.97,-0.97,,-0.4383711467890778,0.8987940462991668
FF,91.5,-1.34,6.0,676710,5.0,L,R,-0.79,1.52,0.05,2.56,5.16731238167601,-133.07900622129992,-6.022576450866923,-10.482137189119271,30.194067394202264,-12.992350573688372,3.36,1.62,90.8,2512.0,6.0,54.49,4-Seam Fastball,205.0,1.22,0.79,-0.79,47.3,-0.4226182617406993,-0.90630778703665
FC,85.8,-1.45,4.95,681293,1.0,L,R,0.23,0.47,-0.64,3.39,1.470052081568952,-125.0291291176736,1.5754741971215067,2.2228402756922776,22.063142294711515,-27.675573314905847,3.45,1.63,87.9,2320.0,7.3,53.24,Cutter,142.0,2.59,-0.23,0.23,29.2,0.6156614753256584,-0.7880107536067219
FF,93.1,-1.83,6.12,607259,11.0,L,R,-0.36,1.62,-1.07,3.39,2.756392387849648,-135.43463946646642,-4.711581445387048,-5.115450256792183,32.52229011340709,-11.448374435007208,3.24,1.57,92.2,2371.0,6.0,54.52,4-Seam Fastball,206.0,1.03,0.36,-0.36,54.1,-0.43837114678907746,-0.8987940462991669
ST,72.1,3.34,4.85,642232,13.0,R,L,-1.1,0.21,-0.62,1.5,-5.981503186198388,-104.80626116405,0.4559928084794928,-7.033416768530226,18.14343261627934,-30.909103483102133,3.81,1.79,71.8,2218.0,6.1,54.36,Sweeper,268.0,4.19,-1.1,1.1,10.1,-0.9993908270190958,-0.03489949670250076
SL,87.8,-1.21,5.59,683003,8.0,R,R,0.21,0.43,0.17,1.7,2.9063995046270272,-127.92116130632895,-4.237105820184363,1.803685095574822,24.76972902618179,-26.85332225209073,3.42,1.51,88.6,2556.0,6.6,53.89,Slider,164.0,2.51,-0.21,-0.21,48.0,0.2756373558169992,-0.9612616959383189
SI,92.3,3.63,5.88,676428,13.0,L,L,1.53,0.11,-0.67,1.31,-14.196987425524703,-133.4891424491272,-5.850538873732017,21.659713392178723,33.187376484783776,-29.55745182408724,3.54,1.52,91.1,2291.0,6.3,54.24,Sinker,124.0,2.64,1.53,1.53,24.2,0.8290375725550417,-0.5591929034707467
FF,92.4,-1.15,6.85,548389,11.0,L,R,-1.06,1.35,-0.87,2.42,3.009120841395648,-134.30834469957253,-8.286837008782241,-13.398208029756711,32.73958239412862,-14.246335633277813,3.26,1.56,91.5,2147.0,6.1,54.4,4-Seam Fastball,205.0,1.36,1.06,-1.06,59.5,-0.4226182617406993,-0.90630778703665
FF,98.0,-2.43,5.95,672391,12.0,R,R,-0.69,1.59,1.26,2.86,11.5429750313626,-141.99026764577124,-6.427184332958283,-12.364361113932842,38.12010124349205,-9.399212141596388,3.13,1.46,97.2,2423.0,6.4,54.05,4-Seam Fastball,204.0,0.84,0.69,0.69,44.6,-0.4067366430758002,-0.9135454576426009
CU,82.8,-1.25,6.07,694350,2.0,L,R,0.39,-0.79,-0.06,2.77,1.9532473813492184,-120.64414418182794,0.4316013143720136,3.4947484222776573,21.262206000480017,-40.261924866694514,3.13,1.47,83.5,2601.0,6.4,54.05,Curveball,36.0,4.09,-0.39,0.39,56.9,0.5877852522924731,0.8090169943749475
FC,87.2,-1.3,6.03,676710,5.0,L,R,0.51,0.88,0.22,2.8,2.624643702390204,-127.0473887676233,-3.444111385339858,5.012618029611387,24.382769612087294,-22.18300181674748,3.43,1.63,87.1,2456.0,6.0,54.46,Cutter,185.0,2.1,-0.51,0.51,47.3,-0.08715574274765794,-0.9961946980917455
ST,87.8,-2.87,5.89,668909,14.0,R,R,0.66,-0.32,1.79,1.14,10.021570230369097,-127.52050553885496,-4.699950136629651,5.023321103116081,27.572262939072026,-34.863149653787005,2.89,1.57,88.5,2215.0,7.0,53.55,Sweeper,51.0,3.3,-0.66,-0.66,34.7,0.7771459614569709,0.6293203910498374
FF,92.8,-2.37,4.99,622491,12.0,R,R,-0.93,1.07,0.84,2.99,10.01658436063468,-134.75038616069722,-1.5975873537747698,-13.497306544896036,29.627122548914706,-19.018606993050327,3.34,1.6,90.9,2067.0,5.3,55.23,4-Seam Fastball,243.0,1.59,0.93,0.93,14.3,-0.8910065241883678,-0.45399049973954697
SL,91.8,-2.0,5.97,608032,14.0,R,R,0.42,0.28,1.73,-0.35,8.503298873003278,-133.2374582157865,-10.723515453038326,3.226168166730796,27.37243367417244,-26.74109022725689,3.44,1.67,91.7,2240.0,6.3,54.23,Slider,168.0,2.43,-0.42,-0.42,40.9,0.20791169081775931,-0.9781476007338057
CU,82.9,-1.74,6.15,687134,14.0,R,R,0.13,-0.32,0.25,1.31,4.327974420917183,-120.76415058615198,-4.032336371283904,0.5050411301457087,21.627835718203343,-34.84011087865352,3.62,1.74,83.7,2439.0,6.6,53.89,Curveball,59.0,3.61,-0.13,-0.13,59.9,0.8571673007021123,0.5150380749100542
CU,80.7,-1.08,6.58,806185,11.0,L,R,0.78,-1.23,-0.7,3.86,-0.6373944350006637,-117.43928474988324,3.008582711088467,7.276852259474189,23.12628297516191,-44.378577846904655,3.27,1.65,80.8,2965.0,6.4,54.06,Curveball,43.0,4.75,-0.78,0.78,45.4,0.6819983600624985,0.7313537016191705
CH,83.5,1.67,6.58,656756,14.0,R,L,0.97,0.8,0.62,1.08,-4.3855310622366215,-121.34607888547453,-7.897990104790431,10.424526147162524,22.435263429021,-22.93910168956562,3.5,1.73,84.6,1720.0,6.9,53.56,Changeup,130.0,2.46,0.97,-0.97,45.2,0.766044443118978,-0.6427876096865394
FF,94.9,1.79,5.93,656641,12.0,R,L,0.41,1.75,1.61,2.89,-1.41821780745545,-138.10342810709497,-6.249114991802388,5.599958512249727,31.082867706066715,-8.542899637767619,3.05,1.47,95.3,2319.0,6.6,53.95,4-Seam Fastball,156.0,0.78,0.41,-0.41,50.5,0.40673664307580043,-0.9135454576426008
SL,83.1,1.93,5.78,687792,13.0,R,L,0.08,0.1,-1.57,1.31,-8.234954696888156,-120.77395866933144,-4.0018899501062855,2.3581578695264933,22.849202079380376,-30.60093715119917,3.33,1.59,83.8,2316.0,6.7,53.77,Slider,53.0,3.2,0.08,-0.08,40.3,0.7986355100472928,0.6018150231520483
CU,75.9,2.4,6.35,686796,4.0,R,L,-0.53,-0.82,-0.65,2.54,-5.425095470913075,-110.40832273565448,0.5619396423828007,-3.4004409144666203,19.506059692163312,-39.19389477065153,3.34,1.47,75.8,2636.0,6.2,54.3,Curveball,313.0,4.78,-0.53,0.53,43.5,-0.7313537016191703,0.6819983600624987
SL,83.3,-1.71,6.52,592836,14.0,R,R,0.48,0.26,0.75,1.3,4.706351346229711,-121.08498657978856,-5.996003626451016,3.732957051200389,25.225292271081347,-28.60820908886581,3.32,1.51,82.9,2454.0,6.2,54.26,Slider,110.0,3.05,-0.48,-0.48,45.7,0.9396926207859084,-0.3420201433256687
SI,94.5,-2.26,4.89,669160,4.0,R,R,-1.62,0.34,-0.75,2.53,7.601360059905004,-137.43285522870775,-1.217660073148889,-22.20571210010242,30.71799951795272,-27.865419546811303,3.64,1.71,95.3,2393.0,6.8,53.71,Sinker,239.0,2.22,1.62,1.62,16.9,-0.8571673007021121,-0.5150380749100544
FF,93.2,2.05,6.08,572020,11.0,R,L,0.9,1.11,-0.84,2.41,-9.417435067024082,-135.30625534795684,-6.127271557919768,13.03021491933182,28.05214137064961,-17.380074683436348,3.07,1.42,93.6,2024.0,6.5,53.99,4-Seam Fastball,133.0,1.52,0.9,-0.9,44.2,0.7313537016191706,-0.6819983600624984
FF,97.0,-1.49,5.13,693433,5.0,L,R,-0.92,1.39,0.14,2.36,6.472056703267776,-141.1214226359982,-5.060542762541282,-13.813676217973876,33.34512524448955,-12.635284485482307,3.4,1.58,97.1,2535.0,6.4,54.08,4-Seam Fastball,230.0,1.04,0.92,-0.92,27.2,-0.7660444431189779,-0.6427876096865395
CH,83.4,1.65,6.17,672282,5.0,R,L,0.84,1.26,0.11,2.07,-5.1436061306695215,-121.28643145683178,-5.426964461655343,9.289007682753798,23.547733649783204,-18.833662768188447,2.87,1.26,82.8,1484.0,5.9,54.56,Changeup,155.0,2.02,0.84,-0.84,40.2,0.4226182617406995,-0.9063077870366499
CU,75.1,-1.44,5.75,808967,6.0,L,R,1.0,-1.05,0.36,2.46,1.9768318080883287,-109.33621486748304,2.244204736858008,7.614968838460143,19.88954104736333,-41.176722858042815,3.54,1.59,75.5,2828.0,6.6,53.88,Curveball,31.0,5.09,-1.0,1.0,52.6,0.5150380749100542,0.8571673007021123
SL,87.0,-1.87,5.97,660787,14.0,R,R,0.49,0.17,2.17,1.79,8.658053350774402,-126.46410850614411,-4.227063054552295,3.629296317533705,24.53000033437732,-29.690178445907723,3.45,1.55,87.0,2114.0,6.3,54.24,Slider,145.0,2.84,-0.49,-0.49,34.2,0.5735764363510459,-0.8191520442889919
FF,94.3,-1.17,5.64,689017,2.0,R,R,-0.38,1.47,0.19,3.1,4.336763712934063,-137.36127860452794,-4.190278662086346,-5.735421993567065,28.858451253427717,-12.749491382614307,3.51,1.58,94.0,2391.0,5.9,54.58,4-Seam Fastball,203.0,1.07,0.38,0.38,52.7,-0.39073112848927355,-0.9205048534524404
CU,82.2,-2.61,5.36,450203,14.0,L,R,1.19,-0.53,1.61,0.74,7.241830146290851,-119.4528944859648,-2.8115113375839016,9.758644084751973,25.75931013555251,-36.82005884875548,3.25,1.35,81.8,3019.0,6.4,54.14,Curveball,60.0,3.95,-1.19,1.19,20.6,0.8660254037844386,0.5000000000000001
SL,87.4,-1.13,5.94,668964,13.0,L,R,0.44,0.22,-0.05,1.31,1.709880819606134,-127.341024990716,-5.573603897578165,4.606949563135534,21.83491916316331,-28.986442276160098,3.76,1.77,88.5,2168.0,6.5,53.98,Slider,168.0,2.72,-0.44,0.44,57.9,0.20791169081775931,-0.9781476007338057
SL,85.0,-1.12,6.13,701552,14.0,L,R,0.18,0.01,0.5,1.4,3.426667475323864,-123.71578660978834,-4.795828544808913,1.1962678423217374,23.791239911530777,-31.30053370068983,3.46,1.61,84.7,2481.0,6.0,54.47,Slider,92.0,3.13,-0.18,0.18,37.4,0.9993908270190958,-0.034899496702500955
CH,88.0,-1.8,5.33,678394,13.0,L,R,-1.47,0.28,-0.78,1.53,5.535366726520671,-128.00400517445456,-3.693165907262301,-17.328509545698665,26.339934073771666,-28.49048035367013,3.51,1.65,87.9,1982.0,6.2,54.26,Changeup,242.0,2.66,1.47,-1.47,32.8,-0.882947592858927,-0.46947156278589075
SL,85.0,-1.78,6.36,621114,14.0,R,R,0.36,0.07,0.96,0.34,5.750104932915494,-123.42466553103868,-7.919825728977679,2.4393227028410136,26.248162627077875,-30.0236667184144,3.3,1.55,85.5,2412.0,6.9,53.6,Slider,65.0,3.12,-0.36,-0.36,56.5,0.9063077870366499,0.42261826174069944
FS,85.0,-1.52,5.55,669721,14.0,R,R,-0.76,0.05,0.34,1.29,5.9444008507203465,-123.73933302446902,-3.826106199445161,-8.93672838079453,23.512762047933208,-31.15756162119793,3.46,1.59,86.2,902.0,6.9,53.6,Split-Finger,245.0,3.09,0.76,0.76,44.6,-0.90630778703665,-0.42261826174069916
FF,91.4,-0.88,6.5,650644,11.0,R,R,-0.43,1.59,-0.24,3.6,2.502138214240964,-133.0273617896271,-4.752695992113316,-5.657069164602382,31.91216945313209,-12.532240266594137,3.43,1.62,90.1,2420.0,5.8,54.75,4-Seam Fastball,194.0,1.16,0.43,0.43,44.7,-0.2419218955996675,-0.9702957262759965
CH,88.9,-1.59,4.48,670955,14.0,L,R,-1.46,-0.25,1.38,1.21,10.272758750184622,-129.0675460229822,-1.4232585610443849,-18.384246295133828,26.24626041498609,-34.909282733028384,3.61,1.57,88.7,2246.0,6.2,54.26,Changeup,251.0,3.14,1.46,-1.46,12.2,-0.9455185755993168,-0.32556815445715664
ST,82.0,-3.59,5.26,650633,7.0,R,R,1.59,0.12,-0.31,1.85,4.306718505512546,-119.29435471707028,-1.322658511280861,14.11290100898798,25.332093450102807,-30.99820670807873,3.16,1.52,81.2,2721.0,6.0,54.52,Sweeper,67.0,3.3,-1.59,-1.59,24.5,0.9205048534524404,0.3907311284892737
FF,99.0,2.08,5.55,680736,14.0,R,L,0.78,1.22,1.08,2.63,-4.450176214065085,-144.0897748389005,-5.297769384160778,11.855209683321792,35.168729493313215,-14.18685726946413,3.73,1.71,97.2,2481.0,5.4,55.12,4-Seam Fastball,136.0,1.12,0.78,-0.78,34.7,0.6946583704589971,-0.7193398003386513
FF,94.6,-1.0,6.17,641703,6.0,R,R,-0.34,1.63,0.57,2.78,4.873119264529148,-137.53726654998283,-6.737915640478823,-5.511350199042365,33.58050155272637,-10.188344194764085,3.35,1.54,94.2,2231.0,6.3,54.16,4-Seam Fastball,200.0,0.94,0.34,0.34,43.7,-0.34202014332566866,-0.9396926207859084
ST,82.5,-1.67,5.71,607200,13.0,L,R,0.86,0.27,-0.15,0.88,1.7880636460495818,-120.1592946288308,-5.114060600790577,8.103044287820483,20.99056940047164,-28.84957021042977,3.38,1.45,83.7,2492.0,6.8,53.71,Sweeper,76.0,3.05,-0.86,0.86,34.8,0.9702957262759965,0.24192189559966767
SL,87.2,-2.14,6.19,691548,11.0,L,R,0.14,0.02,-1.12,3.47,2.1491972043140395,-127.21623493236524,-0.5736439611064987,1.2334582174194963,21.16200653081417,-31.99651962858188,3.36,1.62,88.1,2327.0,6.3,54.22,Slider,55.0,2.91,-0.14,0.14,40.8,0.8191520442889918,0.573576436351046
FF,95.7,-2.39,5.18,622491,1.0,L,R,-1.1,1.09,-0.46,3.23,7.434848923960878,-139.22772835908307,-1.9305834783029756,-16.022346521746616,32.59747830532593,-17.844381170142473,3.58,1.63,93.8,2140.0,5.3,55.2,4-Seam Fastball,243.0,1.41,1.1,-1.1,16.9,-0.8910065241883678,-0.45399049973954697
SL,79.4,3.16,5.1,519242,5.0,L,L,-0.77,-0.27,-0.07,2.39,-5.619059672600574,-115.58300807467924,1.3578312477208587,-5.834105298567587,21.937541164109422,-35.09454154489818,3.48,1.58,79.3,2262.0,6.2,54.28,Slider,319.0,3.89,-0.77,-0.77,10.2,-0.6560590289905074,0.7547095802227719
FF,93.9,-1.82,6.41,621114,9.0,R,R,0.13,1.47,0.5,2.22,5.774814824650918,-136.35648559301737,-8.396070295838726,0.2076649825036841,33.2055381096026,-12.116238145028351,3.69,1.69,94.5,2172.0,7.0,53.5,4-Seam Fastball,197.0,1.15,-0.13,-0.13,59.5,-0.29237170472273677,-0.9563047559630354
CH,85.1,-0.67,5.93,686752,14.0,R,R,-1.21,0.03,0.85,-0.21,6.046947985864635,-123.63675014507542,-8.214716857473618,-13.645819642129348,23.531355979976077,-30.4217862234644,3.28,1.51,85.8,2573.0,6.7,53.77,Changeup,272.0,3.11,1.21,1.21,39.0,-0.9993908270190958,0.03489949670250128
SL,83.9,-1.96,6.16,656240,13.0,R,R,0.18,-0.32,-0.28,1.04,3.600237616019549,-122.12213992185332,-4.897509085431418,1.1110613250166983,23.82588305648247,-34.587092168130255,3.34,1.54,85.3,2179.0,7.1,53.36,Slider,69.0,3.55,-0.18,-0.18,42.1,0.9335804264972017,0.3583679495453004
FF,97.3,-0.65,6.07,656302,14.0,R,R,-0.21,1.75,1.84,-0.2,7.136091476306376,-140.66078661984943,-15.217434269440092,-4.521666532722984,34.42347730206721,-5.420491749067467,3.31,1.62,96.9,2674.0,6.6,53.91,4-Seam Fastball,194.0,0.7,0.21,0.21,55.0,-0.2419218955996675,-0.9702957262759965
FF,93.8,1.96,5.74,669022,4.0,R,L,0.6,1.57,-0.52,2.64,-7.850860237459551,-136.2966228648532,-5.838340215867654,9.244577452210544,29.833030487233067,-11.434975419604235,3.51,1.65,94.8,2195.0,6.9,53.56,4-Seam Fastball,146.0,1.02,0.6,-0.6,40.9,0.5591929034707469,-0.8290375725550416
ST,84.2,-0.67,5.87,670810,14.0,R,R,0.94,-0.07,0.84,1.64,1.6218970022256076,-122.59652139958452,-3.2283552965175937,9.069105486562629,26.97840527245708,-32.36045898536526,3.33,1.63,83.9,2436.0,6.3,54.2,Sweeper,52.0,3.31,-0.94,-0.94,43.3,0.788010753606722,0.6156614753256583
CH,87.5,-2.2,4.38,668984,9.0,L,R,-0.99,-0.21,0.83,2.16,9.44467122098765,-127.1115282740775,1.2291225078434374,-12.614320617203726,23.94869001396582,-34.948446762673804,3.6,1.7,88.6,1932.0,6.9,53.63,Changeup,245.0,3.18,0.99,-0.99,12.7,-0.90630778703665,-0.42261826174069916
FF,94.9,-2.42,6.0,675921,12.0,R,R,-0.47,1.41,0.04,3.86,7.539364947386053,-138.0443133264971,-3.087521335775044,-7.730584978020079,31.41316413430372,-13.721822880494935,3.12,1.42,95.5,2158.0,6.7,53.79,4-Seam Fastball,213.0,1.13,0.47,0.47,39.4,-0.5446390350150271,-0.838670567945424
FF,95.9,-2.74,5.5,665660,8.0,R,R,-1.23,1.0,-0.06,1.71,9.83791036084723,-139.19664874924425,-6.627570595776562,-18.268755934681856,31.70668772896117,-17.802696522566734,3.34,1.61,95.5,2448.0,6.2,54.29,4-Seam Fastball,237.0,1.49,1.23,1.23,16.5,-0.8386705679454242,-0.544639035015027
CH,78.4,0.62,5.83,676282,9.0,R,L,0.48,1.11,0.29,1.52,-1.6495995470284248,-114.08532210905648,-4.611965406331301,4.489700911437029,21.242046588207504,-21.8207858651574,3.47,1.61,80.1,1460.0,7.5,53.04,Changeup,136.0,2.6,0.48,-0.48,54.8,0.6946583704589971,-0.7193398003386513
FF,91.4,2.54,5.52,684007,1.0,R,L,0.68,1.69,-0.28,3.1,-8.56194517239903,-132.74397756099137,-3.791829977803419,9.99127439269948,30.924904411370143,-11.671666135513908,3.46,1.55,90.8,2359.0,6.2,54.28,4-Seam Fastball,149.0,1.07,0.68,-0.68,44.1,0.5150380749100544,-0.8571673007021122
SL,87.0,1.95,5.71,663460,9.0,R,L,-0.13,0.21,0.33,1.91,-3.628847785639903,-126.72290995073082,-3.4516325647365136,-0.6998457934610017,23.135039089804813,-29.474591278171943,3.12,1.41,87.9,2298.0,6.6,53.92,Slider,274.0,2.77,-0.13,0.13,40.8,-0.9975640502598243,0.06975647374412522
FF,97.3,-1.87,5.88,650556,12.0,L,R,-0.23,1.64,0.09,4.27,5.813852515530082,-141.53861315043585,-2.536733942234624,-4.526246956038004,35.07621392010499,-9.826047597458416,3.44,1.68,97.4,2470.0,6.6,53.93,4-Seam Fastball,207.0,0.78,0.23,-0.23,42.7,-0.4539904997395467,-0.8910065241883679
SL,84.9,-1.56,5.66,669456,5.0,L,R,0.2,0.11,0.12,2.61,3.537877966764402,-123.72683130612148,-1.135907743501236,1.5257233695362469,20.691875577361,-31.03202511442334,3.57,1.65,85.8,2547.0,6.4,54.09,Slider,62.0,3.0,-0.2,0.2,41.0,0.8829475928589269,0.46947156278589086
FF,90.2,-3.64,4.89,668338,6.0,R,R,-0.22,0.96,0.76,2.33,11.571638660156934,-130.94465229545415,-2.4819991913671444,-4.862572078381584,26.54650939347289,-20.721698250067604,3.44,1.63,91.5,2144.0,7.1,53.37,4-Seam Fastball,219.0,1.84,0.22,0.22,22.5,-0.6293203910498376,-0.7771459614569708
FF,95.5,-0.93,6.26,592094,12.0,R,R,-0.73,1.52,0.19,4.13,4.652074798583159,-139.05600971177827,-3.401112508174217,-10.519083860309271,32.10883941648089,-11.933169680687495,3.46,1.46,96.2,2649.0,6.7,53.79,4-Seam Fastball,208.0,0.98,0.73,0.73,39.2,-0.46947156278589086,-0.8829475928589269
FC,92.8,-1.38,5.88,542888,12.0,L,R,0.14,0.76,0.96,2.74,5.690995661821684,-135.0968246184927,-3.9100008199171175,0.4868741382281584,30.365452981877624,-22.199920012668457,3.15,1.49,93.1,2433.0,6.5,53.99,Cutter,188.0,1.89,-0.14,0.14,42.4,-0.13917310096006552,-0.9902680687415703
ST,79.9,2.22,5.37,669684,13.0,L,L,-1.32,-0.35,-2.64,1.51,-8.205708687841964,-116.10157108719255,-1.0008962932566674,-10.099230358786386,24.52700107897301,-35.35335885568112,3.2,1.5,79.3,2496.0,6.2,54.27,Sweeper,298.0,3.97,-1.32,-1.32,34.7,-0.8829475928589271,0.4694715627858904
FF,91.7,-1.67,5.4,641816,3.0,R,R,-1.07,1.53,0.75,3.12,8.530142466731542,-133.24732051889077,-3.19198335226147,-14.621030417307074,30.120765621502315,-13.483110736869984,3.43,1.68,92.4,2269.0,6.9,53.58,4-Seam Fastball,218.0,1.2,1.07,1.07,41.3,-0.6156614753256582,-0.788010753606722
FF,95.0,-1.74,5.74,674285,5.0,L,R,-1.0,0.92,0.26,2.61,7.537518344546347,-138.13761241428557,-4.592930148225467,-14.458850592428751,31.99676767687549,-19.571046680991937,3.43,1.58,95.6,2155.0,6.8,53.74,4-Seam Fastball,227.0,1.62,1.0,-1.0,42.7,-0.7313537016191703,-0.6819983600624986
FF,98.8,-1.92,6.1,668881,3.0,R,R,-0.61,1.3,0.55,3.07,8.144532046514838,-143.70742134898077,-5.843208504819665,-10.262782856303629,31.84452099548284,-12.95542186828743,3.42,1.64,98.9,2473.0,6.3,54.24,4-Seam Fastball,215.0,1.03,0.61,0.61,36.7,-0.5735764363510462,-0.8191520442889918
SI,89.8,2.22,5.21,642048,5.0,L,L,1.28,0.26,0.21,2.21,-7.752356357286139,-130.70084053002762,-2.080146256405998,16.27377692189989,25.484842879263898,-28.90329434458995,3.27,1.5,90.8,2276.0,6.7,53.78,Sinker,112.0,2.54,1.28,1.28,18.4,0.9271838545667874,-0.37460659341591207
SI,97.8,-1.39,6.17,666745,7.0,R,R,-1.62,0.94,-0.29,1.51,6.334987,-141.5397,-8.917756,-21.778448,35.414917,-17.962067,3.28,1.61,96.0,2186.0,5.8,54.73,Sinker,242.0,1.54,1.62,1.62,,-0.882947592858927,-0.46947156278589075
FC,86.8,4.02,4.84,656457,3.0,L,L,0.5,0.75,0.34,3.04,-9.765743225460062,-126.0737863321378,0.2970019793698814,7.198075603817412,23.34983410016425,-24.372698761205005,3.57,1.67,86.5,2101.0,6.0,54.49,Cutter,129.0,2.26,0.5,0.5,10.4,0.777145961456971,-0.6293203910498373
